case,postprocess,leaderboard,toposcore,topoF1_0,topoF1_1,topoF1_2,surface_dice,voi_score,voi_total,voi_split,voi_merge
2475831799,none,0.4666270767612215,0.0891488503428802,0.17567567567567569,0.0,nan,0.7322500532019449,0.5245568658219335,3.0212366866592544,1.5132609264085848,1.5079757602506696
2495748513,none,0.6542103000761749,0.4246116356990558,0.8367346938775511,0.0,nan,0.9665450372554855,0.5386744180772522,2.854696432831085,1.4921469332519526,1.3625494995791323
2536049117,none,0.873181532425203,0.8888888888888888,0.8888888888888888,nan,nan,0.9976917957542207,0.7352078206987405,1.2005321119027341,0.5714323720537645,0.6290997398489696
2540481853,none,0.6868557710633147,0.4889041633935585,0.8421052631578947,0.125,nan,0.9733585443811139,0.5700258043195923,2.51435515387848,1.282959091137508,1.2313960627409721
2615287684,none,0.46617170571106714,0.05402989053244676,0.10622710622710622,0.0002509410288582183,nan,0.7732514106833037,0.5123564137490768,3.17255445080166,1.5784497539077254,1.5941046968939343
263322541,none,0.5259667883226874,0.06664571409437023,0.13114754098360656,0.0001892863903085368,nan,0.8969982520113103,0.5486391025440506,2.74230604030336,1.2907503383457246,1.4515557019576355
2642624633,none,0.43407984501838814,0.04059701492537314,0.08,0.0,nan,0.6705376545252393,0.5348930327341213,2.8984422355031194,1.3945845856155674,1.5038576498875522
2652698199,none,0.47561796011156854,0.107901173771565,0.20754716981132076,0.005235602094240838,nan,0.7285506224912331,0.5378711145947643,2.8639381744417007,1.297441481340707,1.5664966931009938
2713673035,none,0.6770292744318283,0.43980099502487563,0.8666666666666667,0.0,nan,0.965966904865421,0.5914301692041949,2.302722294025913,1.1645118199849815,1.1382104740409313
2727460783,none,0.5872931988771097,0.3432835820895523,0.6764705882352942,0.0,nan,0.8654784082668181,0.5182590895910222,3.098456094544897,1.703778812714958,1.394677281829939
2757775745,none,0.48475467406815853,0.06823027718550106,0.13445378151260504,0.0,nan,0.7832793350875826,0.543250924662441,2.8025666384974763,1.6071546353449917,1.1954120031524846
2768504081,none,0.641510286037874,0.3540437348143006,0.6976744186046512,0.0,nan,0.9487197463201543,0.5807007268043708,2.4068580931125347,1.2477717574284914,1.1590863356840433
2773856183,none,0.3745237787301313,0.020818982013011866,0.041025641025641026,0.0,nan,0.546354642452204,0.5058684550513038,3.255994979291488,1.566762633620142,1.689232345671346
2786449252,none,0.542804991076556,0.22553897180762852,0.4444444444444444,0.0,nan,0.8165728462135778,0.5409794381700433,2.8283303051386026,1.500379675342668,1.3279506297959345
2855094384,none,0.5026749001894829,0.026934087103685434,0.05307599517490953,0.0,nan,0.873890381608567,0.5392372585582251,2.8482375437343364,1.4634655485148618,1.3847719952194746
2875030463,none,0.5961164055657131,0.24117038569528595,0.4752475247524752,0.0,nan,0.935910534237136,0.5605617224975137,2.6130829122891432,1.3315658069673826,1.2815171053217609
2880423383,none,0.49500798105016536,0.1211306106828495,0.2358974358974359,0.002886002886002886,nan,0.8002453014425044,0.5102369781155257,3.1995787767305788,1.7884365055312297,1.411142271199349
2881190689,none,0.6498356022125569,0.312284730195178,0.6153846153846154,0.0,nan,0.9808429221463086,0.6081576011508443,2.1477020545751877,1.0723065712149757,1.075395483360212
2894972157,none,0.670115547227349,0.41519674355495256,0.8181818181818182,0.0,nan,0.9729586563919829,0.5857742697819122,2.35714080540676,1.205313742763733,1.1518270626430271
2983822886,none,0.6575888885125476,0.42328882115152205,0.8256880733944955,0.008695652173913044,nan,0.9709146993492007,0.5450917068424878,2.781845620024966,1.4539218898205815,1.327923730204385
3020373917,none,0.6156369492814209,0.2613455328910312,0.5135135135135135,0.0015360983102918587,nan,0.9540856458504179,0.5808666096184723,2.4052188198413003,1.2094577576818424,1.1957610621594577
3034991642,none,0.5163220153126069,0.1610398193534174,0.3173431734317343,0.0,nan,0.8476422512482268,0.4895293759134352,3.475927759759424,1.726370060407747,1.7495576993516768
3040864797,none,0.5599948535643984,0.21567164179104478,0.425,0.0,nan,0.9073618473330798,0.5077620413157345,3.2314215362820855,1.6384174063588541,1.5930041299232311
